gamelength,gameId,platformId,puuid,summonerId,participantId,teamId,championId,spell1Id,spell2Id,accountId,summonerName,currentPlatformId,currentAccountId,matchHistoryUri,profileIcon,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk1,perk2,perk3,perk4,perk5,perk0Var1,perk0Var2,perk0Var3,perk1Var1,perk1Var2,perk1Var3,perk2Var1,perk2Var2,perk2Var3,perk3Var1,perk3Var2,perk3Var3,perk4Var1,perk4Var2,perk4Var3,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,creepsPerMinDeltas(10-20),xpPerMinDeltas(10-20),goldPerMinDeltas(10-20),damageTakenPerMinDeltas(10-20),role,lane,creepsPerMinDeltas(0-10),goldPerMinDeltas(0-10),xpPerMinDeltas(0-10),damageTakenPerMinDeltas(0-10),damageTakenDiffPerMinDeltas(10-20),damageTakenDiffPerMinDeltas(0-10),xpDiffPerMinDeltas(10-20),xpDiffPerMinDeltas(0-10),csDiffPerMinDeltas(0-10),csDiffPerMinDeltas(10-20),visonary,turretdestroyer,split,survivor,[damageTakenPerMinDeltas(10-20)],[xpPerMinDeltas(0-10)],[creepsPerMinDeltas(0-10)],[damageTakenDiffPerMinDeltas(10-20)],[xpDiffPerMinDeltas(0-10)],[creepsPerMinDeltas(10-20)],[damageTakenPerMinDeltas(0-10)],[xpDiffPerMinDeltas(10-20)],[csDiffPerMinDeltas(10-20)],[goldPerMinDeltas(10-20)],[csDiffPerMinDeltas(0-10)],[damageTakenDiffPerMinDeltas(0-10)],[goldPerMinDeltas(0-10)],[xpPerMinDeltas(10-20)]
1863,5091466839,EUW1,,k5ozjQFiuQLbbnTK3uRrhqramRcIpwVhh4d_DKSjQcUJHDY,1,100,147,3,4,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,taki mlaki,EUW1,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,/v1/stats/player_history/EUW1/212413108,3496,True,3853,6617,0,6616,3191,3047,3364,4,7,11,2,1,1,477,0,0,0,0,0,57627,52645,4695,286,0,14229,12492,1737,0,10251,5,8581,3823,2071,81,30,15154,3128,10231,1794,9334,7925,0,1,49,0,0,0,195,13,7,0,46,10,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8136,8105,1391,0,0,250,603,0,17,0,0,498,0,0,17,30,0,13,5,0,8200,8100,5008,5008,5002,2.7,367.2,327.5,387.3,DUO_SUPPORT,BOTTOM,0.3,182.7,236.10000000000002,334.4,130.05000000000004,66.55,-67.44999999999999,-9.200000000000031,-0.4999999999999998,-1.35,1,0,0,0,,,,,,,,,,,,,,
1863,5091466839,EUW1,,TovkVdF_ekmCkyxrHwASqbi16rXDfykq1hSrGH9yYgZq3-k,2,100,150,12,4,ZwSn08xRyZu_shHBFNwau41lNK3HKwkO6nDH6aCZ8PhJVi0,GregSparrow,EUW1,ZwSn08xRyZu_shHBFNwau41lNK3HKwkO6nDH6aCZ8PhJVi0,/v1/stats/player_history/EUW1/224451010,1670,True,6631,3143,3047,3076,3053,1054,3340,12,2,11,6,2,3,1262,3,0,0,0,0,124109,13042,110122,944,10,18726,3578,14825,322,7719,1,32731,11254,6942,19,34,29797,6808,17101,5887,14264,11575,3,0,151,7,6,1,433,16,1,0,11,1,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,8446,8473,8451,8139,8135,1083,788,0,2066,0,0,677,0,0,221,0,0,1414,0,0,2950,5,0,8400,8100,5005,5008,5003,5.8,473.1,493.1,840.9,DUO,MIDDLE,6.0,265.29999999999995,440.9,407.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,,,,,,,,,,,,,,
1863,5091466839,EUW1,,er536d0EDs1CTUluSlPSkQ8YeSazE_2Z1kuSPYRq9mABZQc,3,100,99,4,21,VeCtcOxYWkVcRufiMW_Nmc8uY_ZBkGRoRAnPUbBzMZHaJVY,Dëa,EUW1,VeCtcOxYWkVcRufiMW_Nmc8uY_ZBkGRoRAnPUbBzMZHaJVY,/v1/stats/player_history/EUW1/223279471,4842,True,3916,3157,6655,3020,4630,1026,3363,5,5,14,2,1,2,508,0,0,0,0,0,101546,87250,14044,252,0,25617,24517,1100,0,1173,1,13488,6640,1665,25,62,13185,3789,7959,1436,11241,10400,1,0,126,4,0,0,326,14,2,0,13,2,False,False,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8347,8313,2057,0,0,250,1176,0,31,0,0,509,0,0,0,0,0,0,0,0,8200,8300,5008,5008,5003,4.800000000000001,385.5,429.20000000000005,402.09999999999997,DUO,MIDDLE,5.0,196.9,397.1,258.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,,,,,,,,,,,,,,
1863,5091466839,EUW1,,g98k1TbR1xk0WO-mvzs4qKizNQstUPNzgpm4YG8jkNnZMBY,4,100,72,11,4,9HdeDVDHV5ZGXyI3w4WGZaxZIn_Yx4oHFq2KR9lytMzc_ZY,Thealbertx27,EUW1,9HdeDVDHV5ZGXyI3w4WGZaxZIn_Yx4oHFq2KR9lytMzc_ZY,/v1/stats/player_history/EUW1/219644671,4882,True,2031,6664,3742,3047,3075,0,3364,2,6,17,0,1,0,499,0,0,0,0,0,121156,46980,57520,16655,11,7847,3333,3591,921,8211,1,40951,29590,444,32,34,27383,3661,19760,3961,10652,9925,0,0,43,103,67,0,595,15,3,0,5,6,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8275,8234,8232,8304,8410,17,0,0,22,0,0,13098,0,0,8,50,0,12,0,0,83,0,0,8200,8300,5005,5002,5002,1.3,339.0,278.5,810.7,NONE,JUNGLE,0.0,243.8,298.9,842.5,31.5,274.3,-69.19999999999999,26.799999999999983,0.0,0.4000000000000001,1,0,0,0,,,,,,,,,,,,,,
1863,5091466839,EUW1,,CtzGSqLuZy0TIONA99EnXB4IuejSAjfDmVIcbYFp-UY3C0s,5,100,360,4,7,z8IYKqvfONZMXNIZ59b65utPwuKnhG-4zr5Lyln30_lxaA,StopThéCap,EUW1,z8IYKqvfONZMXNIZ59b65utPwuKnhG-4zr5Lyln30_lxaA,/v1/stats/player_history/EUW1/35644508,4779,True,6673,3006,6676,1038,0,0,3363,7,11,10,4,4,1,401,1,1,1,0,0,98696,10803,84772,3120,473,16564,2019,14430,115,5043,4,12949,7982,2746,24,0,23500,3644,17233,2621,11257,9500,2,0,136,16,7,0,1,15,2,0,5,3,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,8009,9103,8299,8139,8135,302,0,0,1416,0,0,27,0,0,720,0,0,908,0,0,1985,5,0,8000,8100,5005,5008,5002,3.5,291.8,244.3,937.1999999999999,DUO_CARRY,BOTTOM,5.7,243.0,290.8,349.6,130.05000000000004,66.55,-67.44999999999999,-9.200000000000031,-0.4999999999999998,-1.35,1,0,,-1,,,,,,,,,,,,,,
1863,5091466839,EUW1,,oSrnS9rCrjSMEZk7m-6je8dF0nE60XAMeeef-8PyLOjXn2o,6,200,54,4,12,8hTlXxzwwZmqiWsWecm_RbRQht7sNy5Hjt7YEkZk7Z0ZVw,GabryGabra,EUW1,8hTlXxzwwZmqiWsWecm_RbRQht7sNy5Hjt7YEkZk7Z0ZVw,/v1/stats/player_history/EUW1/36583054,3014,False,1054,2031,3068,3047,3075,1057,3340,2,8,9,0,1,0,810,0,0,0,0,0,90965,39827,40057,11080,22,14397,11478,2919,0,358,1,43683,3666,3411,15,37,24635,12300,12069,265,9292,8600,1,0,153,0,0,0,464,14,0,0,7,4,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8437,8401,8429,8451,8226,8210,715,514,0,176,0,0,61,23,15,189,0,0,250,466,0,11,0,0,8400,8200,5005,5002,5001,6.800000000000001,435.79999999999995,351.5,693.6,SOLO,TOP,5.7,211.8,430.0,368.1,0.0,0.0,0.0,0.0,0.0,0.0,01,1,0,-1,,,,,,,,,,,,,,
1863,5091466839,EUW1,,GZ8_-vkDMbnMTwipKbk7u68SGdWe0GZKVt5eX8SvsHnfsC4,7,200,35,14,11,0F0Mo1jywmS9vG3sJ6pzigKBWybci3pOtgukYJ5jEJ5ym1o,Yonnte,EUW1,0F0Mo1jywmS9vG3sJ6pzigKBWybci3pOtgukYJ5jEJ5ym1o,/v1/stats/player_history/EUW1/207384798,752,False,6672,3057,0,3133,3117,6676,3364,10,5,11,7,2,2,1122,2,0,0,0,0,111526,29146,69566,12813,707,10936,4558,4935,1442,8078,1,11531,12516,3050,24,18,24294,8710,15457,126,11126,10075,0,0,24,103,81,3,595,13,5,0,11,5,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,8143,8138,8105,8345,8410,33,64,0,329,0,0,18,0,0,12,5,0,3,0,0,66,0,0,8100,8300,5005,5008,5002,0.8999999999999999,408.2,408.0,779.2,NONE,JUNGLE,0.0,303.5,272.1,568.2,-31.5,-274.3,69.19999999999999,-26.799999999999983,0.0,-0.4000000000000001,1,1,0,0,,,,,,,,,,,,,,
1863,5091466839,EUW1,,ElKDWCdg9yHQpH052A8ewjsfJuF9bMLSNuKBxVNmYbRJUXY,8,200,67,4,7,gggWoV9rgCD1A0Yl-Br4Tj8RbIEWIDk9gIXEmJGAHkcdPTA,Tômato,EUW1,gggWoV9rgCD1A0Yl-Br4Tj8RbIEWIDk9gIXEmJGAHkcdPTA,/v1/stats/player_history/EUW1/221238336,1113,False,3046,6672,3006,3124,1043,1053,3363,10,6,10,5,3,3,735,2,1,0,0,0,123103,0,95811,27291,275,27111,0,15949,11162,8142,4,10001,18003,8946,11,12,22823,8146,14181,494,13450,12500,3,0,178,8,4,0,51,14,0,0,6,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,9111,9104,8014,8143,8135,2,10,0,1465,400,0,14,0,0,579,0,0,377,0,0,4549,5,0,8000,8100,5005,5008,5002,7.3,505.1,503.0,687.2,DUO_CARRY,BOTTOM,7.0,317.9,299.3,276.0,-130.05000000000004,-66.55,67.44999999999999,9.200000000000031,0.4999999999999998,1.35,-1,1,,1,,,,,,,,,,,,,,
1863,5091466839,EUW1,,DgIcCxTANLJrdZbwtdaF940rYVFgCX-haqGHYR0di1-Ms0A,9,200,777,14,4,MIOASM1Qh_dFV1dJ71r0ZXJSABnc-nyAnkMuU1j1kriXRA,Aatahan,EUW1,MIOASM1Qh_dFV1dJ71r0ZXJSABnc-nyAnkMuU1j1kriXRA,/v1/stats/player_history/EUW1/24363704,4417,False,3031,3006,6673,1055,1053,0,3340,4,6,11,3,1,1,847,0,0,0,0,0,112861,15079,94316,3465,523,16479,3175,11314,1989,5241,1,21213,7504,1670,22,23,25392,11496,13493,402,10309,9600,0,0,138,28,16,0,179,14,2,0,10,5,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8299,8139,8135,492,0,0,272,300,0,16,30,0,583,0,0,918,0,0,3141,5,0,8000,8100,5005,5008,5003,5.1,382.6,359.5,910.3,SOLO,MIDDLE,5.800000000000001,328.0,464.2,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,
1863,5091466839,EUW1,,YWN5hF0XoAbxKmXwmCA7KyU2QOJvkXqEEv4gOC47Ox9QePM,10,200,235,4,3,2mI4MLLML7GiqjBP9h6rJQhwTA7M1kmVawrU5nolvmqRlPQ,Sucrosé,EUW1,2mI4MLLML7GiqjBP9h6rJQhwTA7M1kmVawrU5nolvmqRlPQ,/v1/stats/player_history/EUW1/226550222,3590,False,6672,3124,3864,3047,2015,1036,3364,5,5,13,3,2,1,778,1,0,0,0,0,54334,314,48028,5991,287,15254,148,14076,1029,9108,6,7014,7063,3503,57,52,13802,6580,7150,70,9823,8730,1,0,30,6,0,6,205,12,2,0,26,8,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,8304,8345,8410,9104,8009,53,0,0,9,4,5,3,0,0,82,0,0,21,0,0,2197,0,0,8300,8000,5005,5008,5002,1.6,288.8,308.9,377.2,DUO_SUPPORT,BOTTOM,0.0,208.7,246.0,274.9,-130.05000000000004,-66.55,67.44999999999999,9.200000000000031,0.4999999999999998,1.35,1,1,0,0,,,,,,,,,,,,,,
2230,5104947367,EUW1,,wO4IST4R4WwEq-mENqrd5HDEZFG4--Mb1__CGzzIaD8bDE61,3,100,84,4,14,7qrGw7kGXP6WduUifymeiA1Ui2W3ac3PfPzzHuV7rFii8xyRrPJco4pT,AbsoluteBot420,EUW1,7qrGw7kGXP6WduUifymeiA1Ui2W3ac3PfPzzHuV7rFii8xyRrPJco4pT,/v1/stats/player_history/EUW1/2400079452311744,10,False,3165,4636,3020,3089,3191,2421,3364,13,12,9,4,2,4,504,1,0,0,0,0,152570,126495,21238,4836,0,38601,32440,4675,1486,6398,1,16977,1600,1600,10,1,38238,19676,15494,3066,13446,13160,1,0,163,4,4,0,40,17,2,0,5,0,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8112,8143,8138,8135,8345,8352,2125,0,0,1342,0,0,30,0,0,4475,5,0,3,0,0,169,828,0,8100,8300,5008,5008,5002,7.1000000000000005,638.0,436.1,795.8,2,1,5.300000000000001,276.9,455.7,373.9,-87.09999999999997,-8.600000000000023,205.2,152.39999999999998,3.5,5.5,2,0,0.0,0,,,,,,,,,,,,,,
2230,5104947367,EUW1,,3XaTnrd49MqGdkGxbUjYPSMitKI5tf_dEy8MdkfPFs74cZ11,4,100,145,4,7,DIn9l9WC-MzY0xDSe6JEsMHNnJSEyPtikmMYNNXYUc21N4hqYcv2PVij,CaYeo,EUW1,DIn9l9WC-MzY0xDSe6JEsMHNnJSEyPtikmMYNNXYUc21N4hqYcv2PVij,/v1/stats/player_history/EUW1/2232939812238016,4162,False,2420,6672,3123,3006,3085,6676,3340,4,6,10,2,2,1,799,1,0,0,0,0,197754,15970,149095,32689,435,15790,4470,9639,1680,9372,3,10380,21139,4285,36,1,26575,14398,10393,1784,13154,12025,1,2,185,34,13,9,60,17,1,0,12,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,8139,8138,8135,8304,8345,48,72,0,1057,0,0,18,0,0,5292,5,0,11,1,5,3,0,0,8100,8300,5005,5008,5002,7.4,485.1,348.9,351.4,3,3,4.9,233.4,317.6,405.5,-145.45000000000005,81.55,28.400000000000006,-36.650000000000006,0.1499999999999997,0.75,1,0,0.0,0,,,,,,,,,,,,,,
2230,5104947367,EUW1,,qa1e1JGsEU_kPmg1MKeDo8z2fapef2brsgmxjHD7KbJexa0D,5,100,82,12,4,dRH70xgsfdOLXah_2XSfVnCF9Jrm0aXqcTu5TJP4RLC-heUjbbazqthO,kalidecion44 ,EUW1,dRH70xgsfdOLXah_2XSfVnCF9Jrm0aXqcTu5TJP4RLC-heUjbbazqthO,/v1/stats/player_history/EUW1/2514059432887456,4533,False,1052,1028,3068,3047,6677,2015,3340,0,15,3,0,0,0,274,0,0,0,0,0,75206,48602,18596,8007,0,5034,4040,993,0,1976,1,21890,5539,1391,13,4,30757,16877,11102,2777,7693,8430,1,0,53,24,12,8,40,14,0,0,6,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8299,8143,8106,30,0,0,170,60,0,0,0,0,191,0,0,29,0,0,2,0,0,8000,8100,5005,5008,5002,0.8,271.6,188.10000000000002,654.7,0,3,1.3,126.89999999999999,201.7,433.09999999999997,-145.45000000000005,81.55,28.400000000000006,-36.650000000000006,0.1499999999999997,0.75,2,0,1.0,2,,,,,,,,,,,,,,
2230,5104947367,EUW1,,XeP5FtE9JchYYx9rhlnJega85rQXLCAn2rhu0jCDaTJ0bPR3GEz6xUEq0w,6,200,80,4,7,eo3-arQmUfT3yklqIl-03D92BKmNWMGhzb5QaBFYaJabwqqH3d1L_LAJ,Ab938,EUW1,eo3-arQmUfT3yklqIl-03D92BKmNWMGhzb5QaBFYaJabwqqH3d1L_LAJ,/v1/stats/player_history/EUW1/2649629037315488,23,True,3857,6691,0,2010,3179,3047,3340,3,13,14,0,1,0,470,0,0,0,0,0,48622,11957,30173,6491,0,9563,965,8598,0,3547,2,15768,3131,568,8,18,30522,10984,18510,1027,8791,7750,0,0,46,0,0,0,31,15,0,0,5,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8345,8347,1418,0,0,250,367,0,10,0,0,387,0,0,3,0,0,0,0,0,8200,8300,5008,5008,5002,1.7999999999999998,336.79999999999995,222.3,656.8,0,3,1.7000000000000002,223.5,272.5,368.1,145.45000000000005,-81.55,-28.400000000000006,36.650000000000006,-0.1499999999999997,-0.75,2,0,0.0,2,,,,,,,,,,,,,,
2230,5104947367,EUW1,,Su3BkEOFaD4UpH2c5Z0mRgi0myQd0uoGxpP9MCQLeiv73UA,7,200,115,4,14,jy_Xfd7KLg3xa4TSpooY3xpYcQtHdP-gIQH_1eeIMzk7Fak,mehdibkr,EUW1,jy_Xfd7KLg3xa4TSpooY3xpYcQtHdP-gIQH_1eeIMzk7Fak,/v1/stats/player_history/EUW1/221469605,4568,True,3157,6655,3020,3089,3102,3916,3364,20,11,8,8,2,4,467,2,0,0,0,0,164169,136656,16196,11316,0,36140,33554,1852,734,5504,1,14251,22132,15408,17,36,26058,8981,15437,1640,15957,15050,2,0,158,9,1,0,234,17,2,0,10,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,8139,8138,8135,8226,8237,3500,31,0,2001,0,0,30,0,0,2909,5,0,250,1488,0,791,0,0,8100,8200,5008,5008,5003,4.9,363.1,418.6,640.2,3,3,4.2,287.5,320.1,307.4,145.45000000000005,-81.55,-28.400000000000006,36.650000000000006,-0.1499999999999997,-0.75,0,1,0.0,0,,,,,,,,,,,,,,
2230,5104947367,EUW1,,Bd7UF5dTkIIS0ur3PfJtU0Ld74_w5_Qi4JJTN0Qr2tdZM7mQa2IYiydYRg,8,200,777,4,7,SdhtYr3I-9mBv5Rr0Bb3fTi8-QNTcbDh4QADvjC564EIyTE8uu6_7Tl0,TonioFish,EUW1,SdhtYr3I-9mBv5Rr0Bb3fTi8-QNTcbDh4QADvjC564EIyTE8uu6_7Tl0,/v1/stats/player_history/EUW1/2658119710476064,3544,True,1055,3006,6673,1037,1018,0,3340,3,15,8,2,2,1,242,1,0,0,0,0,46214,9898,30244,6072,312,7301,1935,4586,778,3970,2,17600,5278,135,2,7,30653,12864,16777,1011,8163,6525,0,0,43,4,0,0,25,15,0,0,1,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8014,8139,8135,26,0,0,538,220,0,27,40,0,116,0,0,1010,0,0,778,3,0,8000,8100,5005,5008,5002,1.6,432.8,177.3,882.9,2,1,1.8,137.1,303.3,382.5,87.09999999999997,8.600000000000023,-205.2,-152.39999999999998,-3.5,-5.5,2,0,0.0,2,,,,,,,,,,,,,,
2230,5104947367,EUW1,,pJX8pEVO5bm6CjtQYXIFtXxeN8yqL2wP7rxDIXJfIcgoOxGM,9,200,24,4,7,iRoaF_DmVQrMvUnHDMM84TAAnpDHoMKaM33hWiuzWg4tNlCJDj5Jo33L,LedZep99,EUW1,iRoaF_DmVQrMvUnHDMM84TAAnpDHoMKaM33hWiuzWg4tNlCJDj5Jo33L,/v1/stats/player_history/EUW1/2462224802058464,4860,True,1055,3078,1043,3047,1053,1037,3340,3,13,13,2,1,1,377,0,0,0,0,0,45445,5773,39366,306,0,8441,1506,6935,0,5922,3,15463,6172,1586,0,14,31961,14683,15422,1856,9047,7858,1,0,49,0,0,0,53,16,0,0,0,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8299,8345,8352,130,0,0,1180,320,0,26,40,0,491,0,0,3,0,0,64,361,13,8000,8300,5005,5008,5002,2.1,346.1,262.6,930.1999999999999,2,0,2.3,167.60000000000002,308.9,431.9,58.2999999999999,42.599999999999994,-128.3,-166.9,-4.1,-1.7000000000000002,2,0,0.0,2,,,,,,,,,,,,,,
2230,5104947367,EUW1,,k5ozjQFiuQLbbnTK3uRrhqramRcIpwVhh4d_DKSjQcUJHDY,10,200,876,11,4,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,taki mlaki,EUW1,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,/v1/stats/player_history/EUW1/212413108,3496,True,6653,3157,3020,4637,4629,3089,3340,22,10,14,4,2,8,299,3,0,0,0,0,302003,216342,13853,71807,0,58130,43940,1226,12963,19732,1,28790,26656,2603,23,43,50663,20602,27696,2363,21226,17900,2,1,142,111,80,0,504,18,0,0,10,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,8126,8138,8135,8210,8236,5795,43,0,1813,0,0,30,0,0,11673,5,0,23,0,0,48,0,0,8100,8200,5008,5008,5002,3.3,669.6,563.1,1135.6,4,2,1.6,393.0,464.5,1020.4,454.50000000000006,624.2,404.40000000000003,85.00000000000001,0.6000000000000001,1.0000000000000002,2,0,0.0,1,,,,,,,,,,,,,,
1356,5102677847,EUW1,,Svk32hHCtReQGdPWTTYYVNsKx6dGAe9VX5I6uuhQATfePmLT,4,100,2,11,4,hxMb-RdNNcmJ8ckEWUwJZtcK5IpwAJEMzPONiFXPxSyH4rIHVk4e6bjl,IRMAxD,EUW1,hxMb-RdNNcmJ8ckEWUwJZtcK5IpwAJEMzPONiFXPxSyH4rIHVk4e6bjl,/v1/stats/player_history/EUW1/2520136651065088,3231,False,6630,2031,3047,1029,0,0,3364,2,11,5,0,1,0,296,0,0,0,0,0,53068,3864,38846,10357,0,8768,0,5447,3321,5306,1,17754,4323,0,5,6,25621,3014,21344,1262,5626,4975,0,0,10,44,36,0,229,10,1,0,1,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8299,8304,8410,253,0,0,309,140,0,20,50,0,395,0,0,9,4,5,51,0,0,8000,8300,5005,5008,5002,,,,,4,2,,,,,,,,,,,2,0,0.0,2,1154.2,275.0,0.2,0.0,0.0,0.5,803.4000000000001,0.0,0.0,174.10000000000002,0.0,0.0,264.8,190.5
1356,5102677847,EUW1,,KaACuViureXax7fCH248LN4OsjWPaIe83C4XiOZ5ErbBbT0,6,200,240,14,4,xNEBwUV_2somtGNQEU4jp6HkAQLiipMSRpAZIoZh1GeoupE,slavago,EUW1,xNEBwUV_2somtGNQEU4jp6HkAQLiipMSRpAZIoZh1GeoupE,/v1/stats/player_history/EUW1/222136750,4217,True,1055,6630,3047,1053,3133,0,3340,5,5,4,2,1,1,375,0,0,0,0,0,52646,0,51618,1028,0,9569,0,9059,510,3056,1,12151,6343,5035,8,6,19943,6989,11117,1836,8002,6900,1,0,65,0,0,0,89,11,0,0,5,0,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8299,8446,8473,570,0,0,871,180,0,20,10,0,532,0,0,953,0,0,614,0,0,8000,8400,5005,5008,5002,,,,,2,0,,,,,,,,,,,2,1,0.0,0,1010.0999999999999,423.4,4.2,0.0,0.0,1.9,518.5,0.0,0.0,355.3,0.0,0.0,298.4,276.7
1356,5102677847,EUW1,,sizJ4fgKGjVMHfZ7dKgsSKTVcobWh8Q1Qyq6xw4QiuY1jxYX,7,200,25,4,14,yQfutCw2nbb55a0eZ9yNWlgKYR112kv5Rw_npgbDRjJ1phY,Michelle1998,EUW1,yQfutCw2nbb55a0eZ9yNWlgKYR112kv5Rw_npgbDRjJ1phY,/v1/stats/player_history/EUW1/232921721,4030,True,3853,3117,4005,3165,3114,0,3340,1,3,20,0,1,0,492,0,0,0,0,0,33574,30475,2498,600,74,9440,8442,397,600,1683,1,3458,3770,3046,9,37,7978,4407,3361,210,8267,7300,0,0,22,0,0,0,61,13,0,0,6,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8313,8345,1108,0,0,250,736,0,17,0,0,519,0,0,0,0,0,3,0,0,8200,8300,5008,5002,5002,,,,,0,3,,,,,,,,,,,2,1,0.0,1,292.5,289.4,0.6,-310.45,17.849999999999994,1.6,303.0,154.09999999999997,-0.95,477.5,-0.1499999999999999,-1.9500000000000313,171.3,538.5
1356,5102677847,EUW1,,XeQZxce67eKfBZHHtO2DevcSeI_jPz1b0ZwQ3JzdVu9PXtWg3CeBpEqDuw,9,200,51,4,14,JINtcSNjGhB8aHksD8Yq1hQlBCxeu7Ik4Y57SG87QF5tNnAiIF8uPPxU,jangita97,EUW1,JINtcSNjGhB8aHksD8Yq1hQlBCxeu7Ik4Y57SG87QF5tNnAiIF8uPPxU,/v1/stats/player_history/EUW1/2647042467481376,3544,True,1055,6672,2031,3006,1018,2015,3340,4,3,8,2,1,1,484,0,0,0,0,0,44700,594,40087,4017,574,7323,342,6204,776,2889,1,3775,7154,3352,7,6,9492,4817,4269,404,7268,6750,3,0,64,0,0,0,17,11,0,0,5,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,8139,8138,8135,9111,8014,217,0,0,578,0,0,18,0,0,1202,5,0,805,240,0,131,0,0,8100,8000,5005,5008,5002,,,,,3,3,,,,,,,,,,,2,0,0.0,0,483.6,295.0,3.5,-310.45,17.849999999999994,2.4,365.2,154.09999999999997,-0.95,391.4,-0.1499999999999999,-1.9500000000000313,191.3,314.70000000000005
