gamelength,gameId,platformId,puuid,summonerId,participantId,teamId,championId,spell1Id,spell2Id,accountId,summonerName,currentPlatformId,currentAccountId,matchHistoryUri,profileIcon,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk1,perk2,perk3,perk4,perk5,perk0Var1,perk0Var2,perk0Var3,perk1Var1,perk1Var2,perk1Var3,perk2Var1,perk2Var2,perk2Var3,perk3Var1,perk3Var2,perk3Var3,perk4Var1,perk4Var2,perk4Var3,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,creepsPerMinDeltas(10-20),xpPerMinDeltas(10-20),goldPerMinDeltas(10-20),damageTakenPerMinDeltas(10-20),role,lane,creepsPerMinDeltas(0-10),goldPerMinDeltas(0-10),xpPerMinDeltas(0-10),damageTakenPerMinDeltas(0-10),damageTakenDiffPerMinDeltas(10-20),damageTakenDiffPerMinDeltas(0-10),xpDiffPerMinDeltas(10-20),xpDiffPerMinDeltas(0-10),csDiffPerMinDeltas(0-10),csDiffPerMinDeltas(10-20),visonary,turretdestroyer,split,survivor,[damageTakenPerMinDeltas(10-20)],[xpPerMinDeltas(0-10)],[creepsPerMinDeltas(0-10)],[damageTakenDiffPerMinDeltas(10-20)],[xpDiffPerMinDeltas(0-10)],[creepsPerMinDeltas(10-20)],[damageTakenPerMinDeltas(0-10)],[xpDiffPerMinDeltas(10-20)],[csDiffPerMinDeltas(10-20)],[goldPerMinDeltas(10-20)],[csDiffPerMinDeltas(0-10)],[damageTakenDiffPerMinDeltas(0-10)],[goldPerMinDeltas(0-10)],[xpPerMinDeltas(10-20)]
1356,5102677847,EUW1,,5xGHbdrOpVxmeBP8d8M64mQvC_uko5oj148AJAlfOwxF63MU,10,200,157,14,4,Lcc1SGAqhjaMtKVxjTkqDpYE8d7EkkkVkTiw7lP0k6QzXK7XKzn4hZW8,DiabloPath,EUW1,Lcc1SGAqhjaMtKVxjTkqDpYE8d7EkkkVkTiw7lP0k6QzXK7XKzn4hZW8,/v1/stats/player_history/EUW1/2555448012687040,3583,True,3072,3006,6673,3031,1031,0,3340,20,2,5,14,4,2,724,5,1,1,0,0,163463,7582,144833,11048,729,31002,2520,27670,812,5812,1,17446,9217,7450,7,43,14222,3791,9100,1331,15134,12960,2,2,154,20,8,12,147,15,0,0,5,0,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8014,8135,8139,998,0,0,838,500,0,11,20,0,905,0,0,3328,5,0,691,0,0,8000,8100,5005,5008,5002,,,,,2,1,,,,,,,,,,,2,1,0.0,1,754.4000000000001,510.5,6.9,0.0,0.0,7.3,273.2,0.0,0.0,830.0,0.0,0.0,355.7,605.5
1380,5102677165,EUW1,,XeQZxce67eKfBZHHtO2DevcSeI_jPz1b0ZwQ3JzdVu9PXtWg3CeBpEqDuw,1,100,101,4,14,JINtcSNjGhB8aHksD8Yq1hQlBCxeu7Ik4Y57SG87QF5tNnAiIF8uPPxU,jangita97,EUW1,JINtcSNjGhB8aHksD8Yq1hQlBCxeu7Ik4Y57SG87QF5tNnAiIF8uPPxU,/v1/stats/player_history/EUW1/2647042467481376,3544,False,3853,3020,2031,6655,3108,0,3340,1,8,7,0,1,0,433,0,0,0,0,0,29918,25152,4405,360,0,7855,7075,419,360,944,1,4799,1245,1245,10,17,13845,1086,11785,972,6319,6100,1,0,25,0,0,0,71,11,0,0,7,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,8139,8138,8135,9111,8014,237,0,0,582,0,0,16,0,0,265,4,0,181,160,0,62,0,0,8100,8000,5005,5008,5002,,,,,0,3,,,,,,,,,,,2,0,0.0,2,671.7,281.4,0.9,141.95,-37.45,1.2999999999999998,411.0,-154.35000000000005,-0.19999999999999996,303.1,-0.4500000000000002,-5.0,219.29999999999998,337.9
1380,5102677165,EUW1,,9off3-Ml4ufl0ej3l-9S7Oyl-VL_zg4_6YLYakdX6xSy3TI,4,100,126,12,4,HHvZZvJOZdyOs-IDNuKNQU6bPRfYOi9fRKUOYYjLK72hy2s,xXAiRShoOtXx,EUW1,HHvZZvJOZdyOs-IDNuKNQU6bPRfYOi9fRKUOYYjLK72hy2s,/v1/stats/player_history/EUW1/219222969,1665,False,6692,2033,3047,3004,1036,0,3340,4,7,4,0,1,0,400,0,0,0,0,0,77698,8964,68667,66,0,15786,3490,12229,66,2005,1,11531,1538,1538,11,10,15103,836,13265,1001,8082,8050,0,0,108,8,8,0,117,13,0,0,7,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,9101,9104,8014,8345,8352,853,538,314,678,800,0,19,30,0,442,0,0,3,0,0,296,1346,942,8000,8300,5007,5008,5001,,,,,4,2,,,,,,,,,,,2,0,0.0,0,819.6,430.3,4.7,0.0,0.0,4.8,451.5,0.0,0.0,440.2,0.0,0.0,248.4,472.7
1380,5102677165,EUW1,,sizJ4fgKGjVMHfZ7dKgsSKTVcobWh8Q1Qyq6xw4QiuY1jxYX,7,200,222,4,7,yQfutCw2nbb55a0eZ9yNWlgKYR112kv5Rw_npgbDRjJ1phY,Michelle1998,EUW1,yQfutCw2nbb55a0eZ9yNWlgKYR112kv5Rw_npgbDRjJ1phY,/v1/stats/player_history/EUW1/232921721,4030,True,3006,6673,1037,3094,0,0,3340,4,3,9,2,1,1,458,0,0,0,0,0,66058,1581,61791,2685,380,7940,410,7489,40,1588,2,3046,9221,7002,11,17,8291,2166,5409,715,8686,8375,2,1,91,8,4,0,58,12,0,0,6,0,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8008,9111,9104,8014,8275,8236,1,30,0,290,260,0,17,30,0,249,0,0,5,0,0,14,0,0,8000,8200,5005,5008,5001,,,,,3,3,,,,,,,,,,,2,1,0.0,0,408.2,321.1,4.2,-141.95,37.45,4.5,258.4,154.35000000000005,0.19999999999999996,493.79999999999995,0.4500000000000002,5.0,190.8,550.2
1380,5102677165,EUW1,,k5ozjQFiuQLbbnTK3uRrhqramRcIpwVhh4d_DKSjQcUJHDY,10,200,86,12,4,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,taki mlaki,EUW1,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,/v1/stats/player_history/EUW1/212413108,3496,True,3742,6631,0,0,3047,0,3340,3,4,2,2,1,1,395,0,0,0,0,0,101806,209,94025,7571,0,6433,142,5417,874,483,1,13773,18678,4458,11,22,13821,1967,11763,91,8191,8025,3,1,108,16,9,0,122,13,1,0,7,0,False,False,True,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,8224,8210,8237,8446,8429,7,0,0,241,0,0,2,0,0,142,0,0,1843,0,0,47,19,13,8200,8400,5008,5008,5002,,,,,2,0,,,,,,,,,,,2,0,1.0,0,696.5,396.7,3.3,0.0,0.0,4.8,512.4000000000001,0.0,0.0,347.3,0.0,0.0,205.1,467.5
1314,5102686335,EUW1,,JuWm4g9vHTLud791gOTmhEGXS0CYz-GRJxgDWAgr-mNqn1Y,2,100,4,14,4,lNys_3brhITV58kFppyK1pLBU268fJxolYtYA_JyAf4ESu4,Madlife113,EUW1,lNys_3brhITV58kFppyK1pLBU268fJxolYtYA_JyAf4ESu4,/v1/stats/player_history/EUW1/226109104,1398,False,3152,2033,3020,0,0,0,3340,0,4,1,0,0,0,638,0,0,0,0,0,47925,36787,8533,2605,0,4138,4035,102,0,441,1,4150,73,73,14,2,10159,554,9190,414,5197,4875,0,0,84,0,0,0,4,11,1,0,7,1,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,8139,8138,8135,9111,8014,0,0,0,424,0,0,2,0,0,252,1,0,0,20,0,36,0,0,8100,8000,5005,5008,5002,,,,,2,1,,,,,,,,,,,0,0,0.0,0,486.9,358.9,3.7,-359.29999999999995,-184.90000000000003,4.6,405.9,97.1,-1.0,255.0,-4.3,111.2,184.0,439.9
1314,5102686335,EUW1,,v-aAc-9Q4BqS_naJCs-aN2plRSx1tHYbG1h-PHMYiJYFeY8,3,100,107,4,11,hLDbr9H-o55SPtouhYICoDrK3xdioiodxw0U5MAMCMVcdg,Monchito25,EUW1,hLDbr9H-o55SPtouhYICoDrK3xdioiodxw0U5MAMCMVcdg,/v1/stats/player_history/EUW1/30739607,4404,False,6691,3134,3006,0,0,0,3340,4,3,0,3,1,1,775,0,0,0,0,0,75519,21238,49004,5276,0,9416,842,8474,100,8184,1,10007,3116,0,9,8,17850,2086,15521,242,6872,6000,0,0,0,90,75,0,194,10,0,0,5,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8014,8143,8106,88,0,0,154,80,0,0,0,0,222,0,0,345,0,0,2,0,0,8000,8100,5007,5002,5002,,,,,4,2,,,,,,,,,,,2,0,0.0,0,901.0,316.7,0.0,226.20000000000002,66.69999999999999,0.0,727.5,-93.19999999999999,-2.1,344.5,-0.9,229.79999999999998,264.4,353.9
1314,5102686335,EUW1,,BFz8WE9JbTPN1j7OSuoLWbW1LECshuPah1kK2Fl9JFpv0_Ds-Q5y2dIvtA,5,100,53,4,7,70uSdyQBc47TEuC09i1J7shxQfD526wp2P75CnII5Xq6LpbwURuTdyL8,MrWhysoweak,EUW1,70uSdyQBc47TEuC09i1J7shxQfD526wp2P75CnII5Xq6LpbwURuTdyL8,/v1/stats/player_history/EUW1/2623675977041568,23,False,3858,3067,3117,1033,1029,0,3340,0,3,3,0,0,0,851,0,0,0,0,0,12350,4684,6362,1303,0,3590,2134,1455,0,1204,2,6714,0,0,4,14,9274,2304,6949,20,4041,3050,0,0,21,0,0,0,52,10,0,0,3,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,8139,8138,8135,9111,8014,393,0,0,248,0,0,6,0,0,261,2,0,62,60,0,27,0,0,8100,8000,5005,5008,5002,,,,,0,3,,,,,,,,,,,2,0,0.0,0,513.1,300.1,0.2,0.0,0.0,1.6,237.8,0.0,0.0,171.3,0.0,0.0,148.0,340.70000000000005
1314,5102686335,EUW1,,-4PEgpRgFLG9WLx2OU56mbenId3qyxp-GmzqZ4R0UNlcceLq-IZQcNZfOw,7,200,29,11,4,ofa-c7TbpztHNA1OH8NJCP8QsOg_0JEp-ewt7Qh0QUD_02Z_lvS37Nbv,Waffelträger,EUW1,ofa-c7TbpztHNA1OH8NJCP8QsOg_0JEp-ewt7Qh0QUD_02Z_lvS37Nbv,/v1/stats/player_history/EUW1/2599433409267456,23,True,3006,3085,6673,0,0,0,3340,8,0,3,8,2,1,0,1,0,0,0,0,64584,2415,54330,7839,261,9281,0,8125,1156,6082,1,6250,10800,0,11,6,14010,1968,11603,438,8272,7600,0,0,30,60,45,0,127,11,0,0,6,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,9111,9104,8014,8135,8143,856,532,323,468,220,0,12,50,0,375,0,0,2595,4,0,158,0,0,8000,8100,5005,5008,5002,,,,,4,2,,,,,,,,,,,0,0,0.0,1,674.8,250.0,0.9,-226.20000000000002,-66.69999999999999,2.1,497.70000000000005,93.19999999999999,2.1,405.4,0.9,-229.79999999999998,298.5,447.1
1314,5102686335,EUW1,,H4ZSK8_f7ycH8G7S_9p4Z0882BVvMFXWm4F3G7L42pai4gc4,10,200,81,4,12,XjVA6Ztr1FBxp0YXUrncTD7TQ1ZwNaQjqkE225WhTVL3tVZ4r6vsfGD5,TerryBog4rd,EUW1,XjVA6Ztr1FBxp0YXUrncTD7TQ1ZwNaQjqkE225WhTVL3tVZ4r6vsfGD5,/v1/stats/player_history/EUW1/2509816937669728,4748,True,3042,1055,3044,1001,3067,3057,3340,2,1,4,2,1,1,637,0,0,0,0,0,64025,7077,54342,2605,0,9887,3355,6532,0,2137,1,4079,449,449,10,0,7955,477,6609,868,6445,6300,0,0,103,0,0,0,8,13,0,0,7,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,8446,8473,8451,8014,9111,598,421,0,0,0,0,612,0,0,152,0,0,195,0,0,294,120,0,8400,8000,5005,5008,5002,,,,,3,0,,,,,,,,,,,2,0,0.0,0,486.5,453.7,5.0,0.0,0.0,4.9,258.5,0.0,0.0,318.3,0.0,0.0,216.39999999999998,521.5999999999999
1780,5102578781,EUW1,,8JKWMPtUGRhNjZMUubI17mb9hDznv7GLQFKuNNRLfWRnIlw,1,100,498,4,7,RuxIg00XyGY57myfoIJbZiD1UK5RPz3B_dZwG_WnoS7j_g,Eau Kroupie,EUW1,RuxIg00XyGY57myfoIJbZiD1UK5RPz3B_dZwG_WnoS7j_g,/v1/stats/player_history/EUW1/23485839,4864,False,6671,6676,3006,3508,0,0,3363,9,12,8,3,2,2,216,1,0,0,0,0,83665,484,80961,2219,442,18351,323,17166,861,2817,2,7976,5928,1249,21,20,25030,6176,18054,799,11274,11200,0,0,122,8,4,0,64,14,4,0,13,0,False,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8008,9111,9104,8014,8126,8106,2,0,0,861,340,0,18,40,0,493,0,0,502,0,0,5,0,0,8000,8100,5005,5008,5001,,,,,2,3,,,,,,,,,,,1,0,0.0,2,983.5,330.7,5.8,0.0,0.0,2.9,474.0,0.0,0.0,444.8,0.0,0.0,253.3,396.6
1780,5102578781,EUW1,,-b9ZvAGC76SJepfW6iTljTenXHmoLVZO7E_TYP6Yn6blkvI,4,100,10,12,4,9iwONht4b8gSFuyB04vu0rv-Ycq1QionBpQjRdNSE-4pnA,SupremeLeaderKím,EUW1,9iwONht4b8gSFuyB04vu0rv-Ycq1QionBpQjRdNSE-4pnA,/v1/stats/player_history/EUW1/32650201,4486,False,3100,3115,3006,4633,0,0,3340,5,7,13,3,1,1,468,0,0,0,0,0,117520,79819,31606,6094,0,15095,11388,3706,0,5296,4,13137,5490,2529,13,6,22644,3935,18432,276,10821,10800,1,0,160,4,1,0,237,16,0,0,8,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,9101,9104,8014,8345,8352,1482,1082,400,1916,2437,0,19,10,0,552,0,0,3,0,0,40,221,43,8000,8300,5005,5008,5002,,,,,1,0,,,,,,,,,,,0,0,0.0,0,654.0,402.7,5.2,0.0,0.0,6.1,402.9,0.0,0.0,405.0,0.0,0.0,212.5,585.2
1780,5102578781,EUW1,,k5ozjQFiuQLbbnTK3uRrhqramRcIpwVhh4d_DKSjQcUJHDY,5,100,147,3,4,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,taki mlaki,EUW1,4i5Zw2U1L1PZNfnSlxEROtox6x0nJvbr_Et7DfP8La0jp3I,/v1/stats/player_history/EUW1/212413108,3496,False,3853,6617,4641,3158,3114,6616,3364,4,8,17,3,1,1,401,0,0,0,0,0,51484,46018,5093,372,0,10041,8089,1767,184,5947,5,9060,2497,842,61,26,16308,3111,12888,308,9662,9150,0,0,38,4,4,0,190,14,11,0,28,8,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,8275,8210,8237,8463,8453,853,341,0,9,0,0,11,0,0,436,0,0,781,0,0,614,554,0,8200,8400,5008,5008,5002,,,,,0,0,,,,,,,,,,,1,0,0.0,0,529.7,234.79999999999998,0.4,0.0,0.0,1.8,370.2,0.0,0.0,366.9,0.0,0.0,213.3,455.70000000000005
1780,5102578781,EUW1,,9wSMh5DkgtV3wKIeeZXylJAaUM6euSrxBGuYCq3GG97Jdd6A,6,200,145,4,7,MBigFH5il8sFv1qfYZchZmM2Mn9WdzYWLIraP040KAL159M,PandaonLOL456,EUW1,MBigFH5il8sFv1qfYZchZmM2Mn9WdzYWLIraP040KAL159M,/v1/stats/player_history/EUW1/236539715,1298,True,6671,3072,6676,3006,3085,3031,3340,27,4,1,11,4,5,589,6,2,1,0,0,243859,17066,224564,2228,858,42416,7653,33482,1280,10720,3,21326,30929,10084,12,5,25719,11327,13833,558,21789,17900,6,0,233,34,8,15,67,18,0,0,5,2,False,False,True,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,8139,8138,8135,8009,9103,78,86,0,1316,0,0,18,0,0,5939,5,0,2776,0,0,15,20,0,8100,8000,5005,5008,5002,,,,,3,3,,,,,,,,,,,2,0,1.0,1,934.4,363.7,7.5,0.0,0.0,7.8,438.2,0.0,0.0,687.0,0.0,0.0,416.9,695.0
1780,5102578781,EUW1,,8UmrYcUT5ZTbmAdTatT-TEZU5hyNhYb8jRBUvb4YCxBKfMM,7,200,92,12,4,HlljAYhNxGxhUEkISN7eEVzV_LU3BDi6g_OgYRiI4W80N8k,GReeSTeP,EUW1,HlljAYhNxGxhUEkISN7eEVzV_LU3BDi6g_OgYRiI4W80N8k,/v1/stats/player_history/EUW1/204983777,4595,True,6693,3071,3156,3111,0,0,3340,5,10,1,2,1,1,371,0,0,0,0,0,147113,0,141807,5305,0,15911,0,15877,34,2185,1,22679,15936,1990,15,27,23714,8118,15389,207,11342,11125,1,0,195,20,7,1,133,16,1,0,8,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9104,8014,8444,8401,108,0,0,525,120,0,17,50,0,272,0,0,843,0,0,378,0,0,8000,8400,5005,5008,5003,,,,,2,0,,,,,,,,,,,0,0,0.0,0,912.4,514.1,7.9,0.0,0.0,7.1,422.6,0.0,0.0,362.4,0.0,0.0,318.4,529.0
1780,5102578781,EUW1,,Y3nHYaK_MiD95-YuI_EZcdxiJ5_MTdDPmVhUjt7V-R-oVDs,10,200,35,3,14,DHCd2aBJoGvqinuh1ufDSKk1bH6-alRblzleOdcMmB6How,are tráps gáy,EUW1,DHCd2aBJoGvqinuh1ufDSKk1bH6-alRblzleOdcMmB6How,/v1/stats/player_history/EUW1/41236637,4650,True,2421,3853,3165,3020,3191,4005,3364,3,5,14,2,1,1,581,0,0,0,0,0,43189,32999,7886,2304,0,14089,12786,569,734,3519,1,9876,4287,1271,42,46,18708,5733,12409,564,9657,8400,0,1,21,0,0,0,334,15,0,0,15,5,True,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,8226,8210,8237,8304,8345,1975,0,0,250,405,0,10,0,0,570,0,0,8,1,5,3,0,0,8200,8300,5008,5008,5002,,,,,0,3,,,,,,,,,,,1,0,0.0,0,682.2,252.39999999999998,0.6,0.0,0.0,0.6000000000000001,350.5,0.0,0.0,353.9,0.0,0.0,258.0,343.20000000000005
926,5105056527,EUW1,,3Qij6h5VEpMIxfzTH9H3vqczDeJn8LwphHhnyUVI1UnvNpmj,1,100,238,14,4,jmVLBlKzxDumGG1IRXk3KXeuplyUHsKAJ2pYzbkB2fwNvv9HmWGu4bil,Gilotym,EUW1,jmVLBlKzxDumGG1IRXk3KXeuplyUHsKAJ2pYzbkB2fwNvv9HmWGu4bil,/v1/stats/player_history/EUW1/2466943712309632,4658,False,6691,2031,3155,0,1001,0,3340,3,2,0,2,1,1,175,0,0,0,0,0,38520,3036,35235,248,0,5381,394,4738,248,1103,1,3838,199,0,7,2,7359,3201,4032,126,5147,5025,0,0,108,0,0,0,59,10,1,0,4,1,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,8139,8138,8106,8210,8237,289,0,0,552,0,0,3,0,0,2,0,0,0,0,0,305,0,0,8100,8200,5008,5008,5003,,,,,0,4,,,,,,,,,,,2,0,0.0,0,,431.4,6.6,,-24.22,,392.1,,,,-0.10000000000000009,-12.460000000000065,277.6,
926,5105056527,EUW1,,0Xi4mcNNccXBk3vF9OFnp67LlRXK709YUQPRjtzddP5OSGRX,2,100,523,4,7,rfmlbwGCWLfJJM3HRS8ZVMMVcRmsd2wJD_Gh3KQzDx2DzU-KJnRQFGJF,divinitex,EUW1,rfmlbwGCWLfJJM3HRS8ZVMMVcRmsd2wJD_Gh3KQzDx2DzU-KJnRQFGJF,/v1/stats/player_history/EUW1/2537297580386240,4864,False,1055,2031,3006,1053,6670,0,3340,0,2,0,0,0,0,531,0,0,0,0,0,37625,1089,33930,2605,0,5556,312,5244,0,1327,2,2882,1364,0,4,0,5389,1143,3980,265,4540,3950,0,0,116,0,0,0,60,8,0,0,3,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,8009,9103,8014,8139,8135,104,0,0,271,0,0,0,0,0,41,0,0,427,0,0,153,0,0,8000,8100,5005,5008,5002,,,,,1,4,,,,,,,,,,,2,0,0.0,0,,282.5,7.8,,-24.22,,233.8,,,,-0.10000000000000009,-12.460000000000065,255.3,
926,5105056527,EUW1,,HTqYp_0LiVfYBtyC9isaR6OipKxMJewzJOb1F_wP931bkOs,3,100,60,4,11,WW5NEQVVqcVKMKpzaQ3qqv9KpapK2KQ5BZw_000sjEk7heI,Huey38,EUW1,WW5NEQVVqcVKMKpzaQ3qqv9KpapK2KQ5BZw_000sjEk7heI,/v1/stats/player_history/EUW1/213947851,898,False,1001,2031,4636,0,0,0,3364,1,2,1,0,1,0,530,0,0,0,0,0,54816,36820,12264,5731,0,3203,2448,357,397,5571,1,3838,4213,0,9,9,10323,2209,7794,319,4444,4150,0,0,2,77,58,0,174,8,2,0,3,2,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,8126,8138,8135,8275,8232,278,0,0,115,0,0,4,0,0,786,1,0,11,0,0,3,20,0,8100,8200,5008,5008,5002,,,,,0,4,,,,,,,,,,,0,0,0.0,0,,297.20000000000005,0.0,,-24.22,,621.2,,,,-0.10000000000000009,-12.460000000000065,260.5,
926,5105056527,EUW1,,sWI_tQsbVeWokS5J3MOH70FcywQe8piQ51td8_P4B6uYQeQ,4,100,31,12,4,ahNZW9zWhT94sINtMro3kUJkIOaLaoMpDOuFpNSxbFAcfw,MFlurry,EUW1,ahNZW9zWhT94sINtMro3kUJkIOaLaoMpDOuFpNSxbFAcfw,/v1/stats/player_history/EUW1/36729514,21,False,1054,3047,6660,3076,0,0,3340,1,2,1,0,1,0,532,0,0,0,0,0,34469,17307,11419,5743,0,3135,2273,862,0,2238,1,5562,0,0,5,23,9102,1250,5426,2426,4084,3775,0,0,76,0,0,0,285,10,1,0,4,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,8446,8429,8451,8009,9104,150,105,0,0,0,0,22,16,11,118,0,0,405,0,0,0,0,0,8400,8000,5005,5002,5001,,,,,0,4,,,,,,,,,,,2,0,0.0,0,,455.70000000000005,5.4,,-24.22,,388.7,,,,-0.10000000000000009,-12.460000000000065,254.8,
926,5105056527,EUW1,,-5dTd6OTMI_KG-vTbe1C50cHWSIlqfp9cgIe19SWjLlZqfA6,5,100,89,4,3,OXhqHAajAgCM6YFGha0U6JZl4IkTUxIpQW66mzTENhtI1GrKkjkacM83,Blac Mumba,EUW1,OXhqHAajAgCM6YFGha0U6JZl4IkTUxIpQW66mzTENhtI1GrKkjkacM83,/v1/stats/player_history/EUW1/1967505755730208,1159,False,3117,3067,1029,3859,0,0,3340,0,3,0,0,0,0,539,0,0,0,0,0,10932,3864,3364,3702,0,2044,1338,706,0,205,2,4258,786,0,21,18,5202,952,3718,532,2958,2875,0,0,21,0,0,0,35,7,3,0,11,1,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,8463,8429,8242,8345,8347,125,0,0,261,0,0,22,14,11,23,0,0,3,0,0,0,0,0,8400,8300,5007,5002,5002,,,,,0,4,,,,,,,,,,,2,0,0.0,0,,270.70000000000005,1.5,,-24.22,,200.5,,,,-0.10000000000000009,-12.460000000000065,150.0,
926,5105056527,EUW1,,qvtCYi-g4-xbr1HzXErSGdgObXs8PMRGw67CPDWah_0sO7Q,6,200,120,11,6,Vo26YZLU81rlN6Wc4m8Z3C3rRYA7c6vYgzP1oI0Lg63Rww,JHIN AND TØNÍC,EUW1,Vo26YZLU81rlN6Wc4m8Z3C3rRYA7c6vYgzP1oI0Lg63Rww,/v1/stats/player_history/EUW1/21653301,544,True,3051,3111,3057,1028,0,0,3340,0,2,1,0,0,0,524,0,0,0,0,0,65632,11174,49471,4985,0,2035,420,1456,158,7344,1,6382,4890,70,7,10,13428,1355,11935,138,4225,3800,0,0,5,84,60,8,131,8,0,0,3,0,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,9111,9105,8299,8135,8143,22,0,0,33,20,0,0,0,0,25,0,0,555,1,0,66,0,0,8000,8100,5005,5008,5003,,,,,0,4,,,,,,,,,,,2,0,0.0,0,,302.5,0.5,,24.22,,762.1,,,,0.10000000000000009,12.460000000000065,229.2,
926,5105056527,EUW1,,wLiT218tjvjny_X2g0pq6SHUFBaSVYBACKISye3Nfv2bD_s,7,200,526,4,14,PfNn0tOO3a3av8HNEfiI7ctj3sgzLllmFWL46t6AfF834Q,ITP D34DmAn,EUW1,PfNn0tOO3a3av8HNEfiI7ctj3sgzLllmFWL46t6AfF834Q,/v1/stats/player_history/EUW1/29035235,897,True,2055,3859,3117,3067,1029,0,3364,0,0,5,0,0,0,0,0,0,0,0,0,15668,6156,3553,5958,0,2541,1681,590,270,512,3,7055,126,126,23,11,4898,887,4011,0,3932,2825,0,0,25,0,0,0,38,9,3,0,11,2,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,8463,8473,8242,8345,8347,178,0,0,338,0,0,61,0,0,11,0,0,3,0,0,0,0,0,8400,8300,5007,5002,5002,,,,,0,4,,,,,,,,,,,1,0,0.0,0,,304.2,1.6,,24.22,,214.39999999999998,,,,0.10000000000000009,12.460000000000065,199.0,
